Store,Weekly_Sales,Date,Predicted_Sales
7,556015.59,2011-11-11,556015.59
7,539826.56,2011-11-18,539826.56
7,949075.87,2011-11-25,949075.87
7,591907.88,2011-12-02,591907.88
7,653845.45,2011-12-09,653845.45
7,720242.19,2011-12-16,720242.19
7,1059715.27,2011-12-23,1059715.27
7,815915.52,2011-12-30,815915.52
8,1004137.09,2010-02-05,1004137.09
8,994801.4,2010-02-12,994801.4
8,963960.37,2010-02-19,963960.37
8,847592.11,2010-02-26,847592.11
8,881503.95,2010-03-05,881503.95
8,860336.16,2010-03-12,860336.16
8,839911.0,2010-03-19,839911.0
8,772539.12,2010-03-26,772539.12
8,914500.91,2010-04-02,914500.91
8,916033.92,2010-04-09,916033.92
8,882917.12,2010-04-16,882917.12
8,850440.26,2010-04-23,850440.26
8,778672.64,2010-04-30,778672.64
8,916820.96,2010-05-07,916820.96
8,873337.84,2010-05-14,873337.84
8,818333.21,2010-05-21,818333.21
8,868041.56,2010-05-28,868041.56
8,958225.41,2010-06-04,958225.41
8,914835.86,2010-06-11,914835.86
8,869922.56,2010-06-18,869922.56
8,814919.11,2010-06-25,814919.11
8,852333.75,2010-07-02,852333.75
8,845289.77,2010-07-09,845289.77
8,848630.57,2010-07-16,848630.57
8,785515.88,2010-07-23,785515.88
8,787295.09,2010-07-30,787295.09
8,893399.77,2010-08-06,893399.77
8,867919.21,2010-08-13,867919.21
8,870676.44,2010-08-20,870676.44
8,888816.78,2010-08-27,888816.78
8,899036.47,2010-09-03,899036.47
8,831425.2,2010-09-10,831425.2
8,836707.85,2010-09-17,836707.85
8,773725.08,2010-09-24,773725.08
8,804105.49,2010-10-01,804105.49
8,870349.86,2010-10-08,870349.86
8,826546.96,2010-10-15,826546.96
8,836419.14,2010-10-22,836419.14
8,830756.76,2010-10-29,830756.76
8,927266.34,2010-11-05,927266.34
8,911538.98,2010-11-12,911538.98
8,885608.04,2010-11-19,885608.04
8,1261693.16,2010-11-26,1261693.16
8,952766.93,2010-12-03,952766.93
8,1069061.63,2010-12-10,1069061.63
8,1220579.55,2010-12-17,1220579.55
8,1511641.09,2010-12-24,1511641.09
8,773586.49,2010-12-31,773586.49
8,873065.23,2011-01-07,873065.23
8,809646.66,2011-01-14,809646.66
8,822668.23,2011-01-21,822668.23
8,782256.66,2011-01-28,782256.66
8,944594.78,2011-02-04,944594.78
8,996147.39,2011-02-11,996147.39
8,1065108.64,2011-02-18,1065108.64
8,917317.15,2011-02-25,917317.15
8,935266.43,2011-03-04,935266.43
8,900387.29,2011-03-11,900387.29
8,898289.14,2011-03-18,898289.14
8,827968.36,2011-03-25,827968.36
8,878762.3,2011-04-01,878762.3
8,949825.83,2011-04-08,949825.83
8,908278.74,2011-04-15,908278.74
8,937473.13,2011-04-22,937473.13
8,855014.77,2011-04-29,855014.77
8,941457.34,2011-05-06,941457.34
8,895763.41,2011-05-13,895763.41
8,836049.89,2011-05-20,836049.89
8,857939.41,2011-05-27,857939.41
8,929222.16,2011-06-03,929222.16
8,897309.41,2011-06-10,897309.41
8,922048.41,2011-06-17,922048.41
8,864881.24,2011-06-24,864881.24
8,883683.35,2011-07-01,883683.35
8,861965.12,2011-07-08,861965.12
8,849925.37,2011-07-15,849925.37
8,829902.42,2011-07-22,829902.42
8,807082.19,2011-07-29,807082.19
8,892393.77,2011-08-05,892393.77
8,856796.1,2011-08-12,856796.1
8,895066.5,2011-08-19,895066.5
8,912542.82,2011-08-26,912542.82
8,891387.14,2011-09-02,891387.14
8,848358.09,2011-09-09,848358.09
8,870971.82,2011-09-16,870971.82
8,806444.29,2011-09-23,806444.29
8,809049.37,2011-09-30,809049.37
8,929976.55,2011-10-07,929976.55
8,863188.26,2011-10-14,863188.26
8,905984.49,2011-10-21,905984.49
8,876712.31,2011-10-28,876712.31
8,947815.05,2011-11-04,947815.05
8,917088.48,2011-11-11,917088.48
8,897032.19,2011-11-18,897032.19
8,1235163.86,2011-11-25,1235163.86
8,986601.46,2011-12-02,986601.46
8,1051922.95,2011-12-09,1051922.95
8,1118163.94,2011-12-16,1118163.94
8,1462254.05,2011-12-23,1462254.05
8,858572.22,2011-12-30,858572.22
9,549505.55,2010-02-05,549505.55
9,552677.48,2010-02-12,552677.48
9,511327.9,2010-02-19,511327.9
9,473773.27,2010-02-26,473773.27
9,507297.88,2010-03-05,507297.88
9,494145.8,2010-03-12,494145.8
9,485744.61,2010-03-19,485744.61
9,484946.56,2010-03-26,484946.56
9,545206.32,2010-04-02,545206.32
9,529384.31,2010-04-09,529384.31
9,485764.32,2010-04-16,485764.32
9,488683.57,2010-04-23,488683.57
9,491723.42,2010-04-30,491723.42
9,526128.61,2010-05-07,526128.61
9,492792.8,2010-05-14,492792.8
9,506274.94,2010-05-21,506274.94
9,558143.53,2010-05-28,558143.53
9,586061.46,2010-06-04,586061.46
9,522715.68,2010-06-11,522715.68
9,513073.87,2010-06-18,513073.87
9,509263.28,2010-06-25,509263.28
9,528832.54,2010-07-02,528832.54
9,485389.15,2010-07-09,485389.15
9,474030.51,2010-07-16,474030.51
9,462676.5,2010-07-23,462676.5
9,468675.19,2010-07-30,468675.19
9,522815.45,2010-08-06,522815.45
9,481897.98,2010-08-13,481897.98
9,499325.38,2010-08-20,499325.38
9,506789.66,2010-08-27,506789.66
9,511049.06,2010-09-03,511049.06
9,484835.2,2010-09-10,484835.2
9,463448.59,2010-09-17,463448.59
9,452905.22,2010-09-24,452905.22
9,495692.19,2010-10-01,495692.19
9,505069.21,2010-10-08,505069.21
9,454769.68,2010-10-15,454769.68
9,466322.76,2010-10-22,466322.76
9,508801.61,2010-10-29,508801.61
9,517869.97,2010-11-05,517869.97
9,520846.68,2010-11-12,520846.68
9,519823.3,2010-11-19,519823.3
9,768070.53,2010-11-26,768070.53
9,578164.82,2010-12-03,578164.82
9,618121.82,2010-12-10,618121.82
9,685243.2,2010-12-17,685243.2
9,873347.55,2010-12-24,873347.55
9,459770.85,2010-12-31,459770.85
9,490981.78,2011-01-07,490981.78
9,458086.69,2011-01-14,458086.69
9,454021.69,2011-01-21,454021.69
9,463561.48,2011-01-28,463561.48
9,544612.28,2011-02-04,544612.28
9,555279.02,2011-02-11,555279.02
9,610985.56,2011-02-18,610985.56
9,513107.2,2011-02-25,513107.2
9,542016.18,2011-03-04,542016.18
9,517783.5,2011-03-11,517783.5
9,515226.11,2011-03-18,515226.11
9,497488.4,2011-03-25,497488.4
9,520962.14,2011-04-01,520962.14
9,561625.92,2011-04-08,561625.92
9,528420.28,2011-04-15,528420.28
9,549502.11,2011-04-22,549502.11
9,532226.2,2011-04-29,532226.2
9,545251.1,2011-05-06,545251.1
9,539126.0,2011-05-13,539126.0
9,518266.9,2011-05-20,518266.9
9,553834.04,2011-05-27,553834.04
9,587004.29,2011-06-03,587004.29
9,550076.32,2011-06-10,550076.32
9,558671.14,2011-06-17,558671.14
9,538745.93,2011-06-24,538745.93
9,537064.03,2011-07-01,537064.03
9,535983.13,2011-07-08,535983.13
9,512834.04,2011-07-15,512834.04
9,491449.94,2011-07-22,491449.94
9,471449.98,2011-07-29,471449.98
9,554879.67,2011-08-05,554879.67
9,520284.79,2011-08-12,520284.79
9,540819.44,2011-08-19,540819.44
9,542663.53,2011-08-26,542663.53
9,544643.33,2011-09-02,544643.33
9,528784.86,2011-09-09,528784.86
9,500274.03,2011-09-16,500274.03
9,506743.78,2011-09-23,506743.78
9,508567.04,2011-09-30,508567.04
9,553836.98,2011-10-07,553836.98
9,529515.66,2011-10-14,529515.66
9,557075.21,2011-10-21,557075.21
9,548527.49,2011-10-28,548527.49
9,597855.07,2011-11-04,597855.07
9,594574.12,2011-11-11,594574.12
9,542414.27,2011-11-18,542414.27
9,814753.5,2011-11-25,814753.5
9,613115.21,2011-12-02,613115.21
9,630327.28,2011-12-09,630327.28
9,705557.97,2011-12-16,705557.97
9,905324.68,2011-12-23,905324.68
9,549788.36,2011-12-30,549788.36
10,2193048.75,2010-02-05,2193048.75
10,2176028.52,2010-02-12,2176028.52
10,2113432.58,2010-02-19,2113432.58
10,2006774.96,2010-02-26,2006774.96
10,1987090.09,2010-03-05,1987090.09
10,1941346.13,2010-03-12,1941346.13
10,1946875.06,2010-03-19,1946875.06
10,1893532.46,2010-03-26,1893532.46
10,2138651.97,2010-04-02,2138651.97
10,2041069.37,2010-04-09,2041069.37
10,1826241.44,2010-04-16,1826241.44
10,1829521.83,2010-04-23,1829521.83
10,1790694.59,2010-04-30,1790694.59
10,1921432.16,2010-05-07,1921432.16
10,1808056.41,2010-05-14,1808056.41
10,1847613.58,2010-05-21,1847613.58
10,1904618.17,2010-05-28,1904618.17
10,1931406.28,2010-06-04,1931406.28
10,1827521.71,2010-06-11,1827521.71
10,1837636.24,2010-06-18,1837636.24
10,1768172.31,2010-06-25,1768172.31
10,1845893.87,2010-07-02,1845893.87
10,1769793.37,2010-07-09,1769793.37
10,1828052.47,2010-07-16,1828052.47
10,1831676.03,2010-07-23,1831676.03
10,1832664.03,2010-07-30,1832664.03
10,1949236.09,2010-08-06,1949236.09
10,1962996.7,2010-08-13,1962996.7
10,1983190.56,2010-08-20,1983190.56
10,1727565.42,2010-08-27,1727565.42
10,1766331.45,2010-09-03,1766331.45
10,1720530.23,2010-09-10,1720530.23
10,1716755.78,2010-09-17,1716755.78
10,1655036.75,2010-09-24,1655036.75
10,1645892.97,2010-10-01,1645892.97
10,1772192.42,2010-10-08,1772192.42
10,1703850.25,2010-10-15,1703850.25
10,1740234.06,2010-10-22,1740234.06
10,1741308.56,2010-10-29,1741308.56
10,1832211.96,2010-11-05,1832211.96
10,1895901.59,2010-11-12,1895901.59
10,1949177.13,2010-11-19,1949177.13
10,2939946.38,2010-11-26,2939946.38
10,2251206.64,2010-12-03,2251206.64
10,2411790.21,2010-12-10,2411790.21
10,2811646.85,2010-12-17,2811646.85
10,3749057.69,2010-12-24,3749057.69
10,1707298.14,2010-12-31,1707298.14
10,1714309.9,2011-01-07,1714309.9
10,1710803.59,2011-01-14,1710803.59
10,1677556.18,2011-01-21,1677556.18
10,1715769.05,2011-01-28,1715769.05
10,1968045.91,2011-02-04,1968045.91
10,2115408.31,2011-02-11,2115408.31
10,2106934.55,2011-02-18,2106934.55
10,1967996.71,2011-02-25,1967996.71
10,1958003.19,2011-03-04,1958003.19
10,1933469.15,2011-03-11,1933469.15
10,1884734.31,2011-03-18,1884734.31
10,1815798.85,2011-03-25,1815798.85
10,1827733.18,2011-04-01,1827733.18
10,1870720.73,2011-04-08,1870720.73
10,1781767.22,2011-04-15,1781767.22
10,2004831.14,2011-04-22,2004831.14
10,1873646.34,2011-04-29,1873646.34
10,1841369.99,2011-05-06,1841369.99
10,1712995.44,2011-05-13,1712995.44
10,1720908.01,2011-05-20,1720908.01
10,1743000.38,2011-05-27,1743000.38
10,1792210.89,2011-06-03,1792210.89
10,1740063.1,2011-06-10,1740063.1
10,1817934.76,2011-06-17,1817934.76
10,1711813.13,2011-06-24,1711813.13
10,1751369.75,2011-07-01,1751369.75
10,1699708.38,2011-07-08,1699708.38
10,1775068.4,2011-07-15,1775068.4
10,1774342.61,2011-07-22,1774342.61
10,1745841.33,2011-07-29,1745841.33
10,1886299.98,2011-08-05,1886299.98
10,1917397.63,2011-08-12,1917397.63
10,1954849.68,2011-08-19,1954849.68
10,1728399.07,2011-08-26,1728399.07
10,1758587.35,2011-09-02,1758587.35
10,1670579.82,2011-09-09,1670579.82
10,1650894.3,2011-09-16,1650894.3
10,1685910.53,2011-09-23,1685910.53
10,1627707.31,2011-09-30,1627707.31
10,1788227.6,2011-10-07,1788227.6
10,1704753.02,2011-10-14,1704753.02
10,1745928.56,2011-10-21,1745928.56
10,1771792.97,2011-10-28,1771792.97
10,1904438.59,2011-11-04,1904438.59
10,2076570.84,2011-11-11,2076570.84
10,1869087.85,2011-11-18,1869087.85
10,2950198.64,2011-11-25,2950198.64
10,2068097.18,2011-12-02,2068097.18
10,2429310.9,2011-12-09,2429310.9
10,2555031.18,2011-12-16,2555031.18
10,3487986.89,2011-12-23,3487986.89
10,1930690.37,2011-12-30,1930690.37
11,1528008.64,2010-02-05,1528008.64
11,1574684.08,2010-02-12,1574684.08
11,1503298.7,2010-02-19,1503298.7
11,1336404.65,2010-02-26,1336404.65
11,1426622.65,2010-03-05,1426622.65
11,1331883.16,2010-03-12,1331883.16
11,1364207.0,2010-03-19,1364207.0
11,1245624.27,2010-03-26,1245624.27
11,1446210.26,2010-04-02,1446210.26
11,1470308.32,2010-04-09,1470308.32
11,1323243.35,2010-04-16,1323243.35
11,1283766.55,2010-04-23,1283766.55
11,1239766.89,2010-04-30,1239766.89
11,1312329.78,2010-05-07,1312329.78
11,1266796.13,2010-05-14,1266796.13
11,1271646.62,2010-05-21,1271646.62
11,1264272.52,2010-05-28,1264272.52
11,1396322.19,2010-06-04,1396322.19
11,1339570.85,2010-06-11,1339570.85
11,1336522.92,2010-06-18,1336522.92
11,1262025.08,2010-06-25,1262025.08
11,1302600.14,2010-07-02,1302600.14
11,1280156.47,2010-07-09,1280156.47
11,1290609.54,2010-07-16,1290609.54
11,1244390.03,2010-07-23,1244390.03
11,1250178.89,2010-07-30,1250178.89
11,1369634.92,2010-08-06,1369634.92
11,1384339.1,2010-08-13,1384339.1
11,1430192.37,2010-08-20,1430192.37
11,1311263.07,2010-08-27,1311263.07
11,1303914.27,2010-09-03,1303914.27
11,1231428.46,2010-09-10,1231428.46
11,1215676.31,2010-09-17,1215676.31
11,1170103.25,2010-09-24,1170103.25
11,1182490.46,2010-10-01,1182490.46
11,1293472.8,2010-10-08,1293472.8
11,1175003.67,2010-10-15,1175003.67
11,1169831.38,2010-10-22,1169831.38
11,1195036.0,2010-10-29,1195036.0
11,1332759.13,2010-11-05,1332759.13
11,1281675.6,2010-11-12,1281675.6
11,1292346.57,2010-11-19,1292346.57
11,1757242.51,2010-11-26,1757242.51
11,1380522.64,2010-12-03,1380522.64
11,1564516.43,2010-12-10,1564516.43
11,1843971.15,2010-12-17,1843971.15
11,2306265.36,2010-12-24,2306265.36
11,1172003.1,2010-12-31,1172003.1
11,1178905.44,2011-01-07,1178905.44
11,1194449.78,2011-01-14,1194449.78
11,1187776.19,2011-01-21,1187776.19
11,1100418.69,2011-01-28,1100418.69
11,1422546.05,2011-02-04,1422546.05
11,1419236.9,2011-02-11,1419236.9
11,1554747.15,2011-02-18,1554747.15
11,1323999.36,2011-02-25,1323999.36
11,1399456.99,2011-03-04,1399456.99
11,1314557.31,2011-03-11,1314557.31
11,1391813.69,2011-03-18,1391813.69
11,1229777.24,2011-03-25,1229777.24
11,1258674.12,2011-04-01,1258674.12
11,1327401.06,2011-04-08,1327401.06
11,1312905.8,2011-04-15,1312905.8
11,1388118.53,2011-04-22,1388118.53
11,1357589.89,2011-04-29,1357589.89
11,1331453.41,2011-05-06,1331453.41
11,1277959.42,2011-05-13,1277959.42
11,1239466.97,2011-05-20,1239466.97
11,1216876.52,2011-05-27,1216876.52
11,1343637.0,2011-06-03,1343637.0
11,1314626.75,2011-06-10,1314626.75
11,1337506.74,2011-06-17,1337506.74
11,1254587.84,2011-06-24,1254587.84
11,1297472.06,2011-07-01,1297472.06
11,1334627.96,2011-07-08,1334627.96
11,1266546.73,2011-07-15,1266546.73
11,1290576.44,2011-07-22,1290576.44
11,1212938.67,2011-07-29,1212938.67
11,1403198.94,2011-08-05,1403198.94
11,1354188.43,2011-08-12,1354188.43
11,1484169.74,2011-08-19,1484169.74
11,1304706.75,2011-08-26,1304706.75
11,1297792.41,2011-09-02,1297792.41
11,1249439.95,2011-09-09,1249439.95
11,1270816.01,2011-09-16,1270816.01
11,1235775.15,2011-09-23,1235775.15
11,1190515.83,2011-09-30,1190515.83
11,1346271.06,2011-10-07,1346271.06
11,1286388.96,2011-10-14,1286388.96
11,1325107.53,2011-10-21,1325107.53
11,1310684.1,2011-10-28,1310684.1
11,1458287.38,2011-11-04,1458287.38
11,1366053.69,2011-11-11,1366053.69
11,1315091.63,2011-11-18,1315091.63
11,1848953.48,2011-11-25,1848953.48
11,1399322.44,2011-12-02,1399322.44
11,1646655.94,2011-12-09,1646655.94
11,1783910.06,2011-12-16,1783910.06
11,2213518.5,2011-12-23,2213518.5
11,1352084.21,2011-12-30,1352084.21
12,1100046.37,2010-02-05,1100046.37
12,1117863.33,2010-02-12,1117863.33
12,1095421.65,2010-02-19,1095421.65
12,1048617.17,2010-02-26,1048617.17
12,1077018.27,2010-03-05,1077018.27
12,985594.23,2010-03-12,985594.23
12,972088.34,2010-03-19,972088.34
12,981615.81,2010-03-26,981615.81
12,1011822.3,2010-04-02,1011822.3
12,1041238.87,2010-04-09,1041238.87
12,957997.52,2010-04-16,957997.52
12,993833.44,2010-04-23,993833.44
12,954220.22,2010-04-30,954220.22
12,1043240.27,2010-05-07,1043240.27
12,966054.97,2010-05-14,966054.97
12,958374.56,2010-05-21,958374.56
12,955451.16,2010-05-28,955451.16
12,1049357.36,2010-06-04,1049357.36
12,1016039.71,2010-06-11,1016039.71
12,956211.2,2010-06-18,956211.2
12,958007.69,2010-06-25,958007.69
12,951957.31,2010-07-02,951957.31
12,943506.28,2010-07-09,943506.28
12,916402.76,2010-07-16,916402.76
12,912403.67,2010-07-23,912403.67
12,913548.25,2010-07-30,913548.25
12,967576.95,2010-08-06,967576.95
12,928264.4,2010-08-13,928264.4
12,948447.34,2010-08-20,948447.34
12,1004516.46,2010-08-27,1004516.46
12,1075758.55,2010-09-03,1075758.55
12,903119.03,2010-09-10,903119.03
12,852882.61,2010-09-17,852882.61
12,851919.34,2010-09-24,851919.34
12,850936.26,2010-10-01,850936.26
12,918335.68,2010-10-08,918335.68
12,862419.84,2010-10-15,862419.84
12,857883.46,2010-10-22,857883.46
12,955294.7,2010-10-29,955294.7
12,929690.71,2010-11-05,929690.71
12,942475.24,2010-11-12,942475.24
12,894493.7,2010-11-19,894493.7
12,1601377.41,2010-11-26,1601377.41
12,1069533.17,2010-12-03,1069533.17
12,1121934.15,2010-12-10,1121934.15
12,1295605.35,2010-12-17,1295605.35
12,1768249.89,2010-12-24,1768249.89
12,891736.91,2010-12-31,891736.91
12,910110.24,2011-01-07,910110.24
12,812011.8,2011-01-14,812011.8
12,802105.5,2011-01-21,802105.5
12,873119.06,2011-01-28,873119.06
12,1046068.17,2011-02-04,1046068.17
12,1086421.57,2011-02-11,1086421.57
12,1128485.1,2011-02-18,1128485.1
12,1046203.72,2011-02-25,1046203.72
12,1085248.21,2011-03-04,1085248.21
12,997672.62,2011-03-11,997672.62
12,1009502.01,2011-03-18,1009502.01
12,954107.32,2011-03-25,954107.32
12,1005463.49,2011-04-01,1005463.49
12,998362.05,2011-04-08,998362.05
12,990951.77,2011-04-15,990951.77
12,1016019.47,2011-04-22,1016019.47
12,994966.1,2011-04-29,994966.1
12,1021154.48,2011-05-06,1021154.48
12,977033.5,2011-05-13,977033.5
12,924134.99,2011-05-20,924134.99
12,964332.51,2011-05-27,964332.51
12,970328.68,2011-06-03,970328.68
12,996937.95,2011-06-10,996937.95
12,986504.93,2011-06-17,986504.93
12,997282.75,2011-06-24,997282.75
12,961993.34,2011-07-01,961993.34
12,943717.38,2011-07-08,943717.38
12,936001.98,2011-07-15,936001.98
12,922231.92,2011-07-22,922231.92
12,890547.07,2011-07-29,890547.07
12,988712.52,2011-08-05,988712.52
12,955913.68,2011-08-12,955913.68
12,966817.24,2011-08-19,966817.24
12,1017593.47,2011-08-26,1017593.47
12,1052051.45,2011-09-02,1052051.45
12,922850.57,2011-09-09,922850.57
12,889290.23,2011-09-16,889290.23
12,871692.74,2011-09-23,871692.74
12,866401.45,2011-09-30,866401.45
12,951244.66,2011-10-07,951244.66
12,927600.01,2011-10-14,927600.01
12,938604.58,2011-10-21,938604.58
12,990926.38,2011-10-28,990926.38
12,1051944.79,2011-11-04,1051944.79
12,1095091.53,2011-11-11,1095091.53
12,970641.34,2011-11-18,970641.34
12,1591920.42,2011-11-25,1591920.42
12,1071383.1,2011-12-02,1071383.1
12,1189646.45,2011-12-09,1189646.45
12,1293404.18,2011-12-16,1293404.18
12,1617612.03,2011-12-23,1617612.03
12,1111638.07,2011-12-30,1111638.07
13,1967220.53,2010-02-05,1967220.53
13,2030933.46,2010-02-12,2030933.46
13,1970274.64,2010-02-19,1970274.64
13,1817850.32,2010-02-26,1817850.32
13,1939980.43,2010-03-05,1939980.43
13,1840686.94,2010-03-12,1840686.94
13,1879794.89,2010-03-19,1879794.89
13,1882095.98,2010-03-26,1882095.98
13,2142482.14,2010-04-02,2142482.14
13,1898321.33,2010-04-09,1898321.33
13,1819660.44,2010-04-16,1819660.44
13,1909330.77,2010-04-23,1909330.77
13,1785823.37,2010-04-30,1785823.37
13,2005478.46,2010-05-07,2005478.46
13,1890273.44,2010-05-14,1890273.44
13,1853657.6,2010-05-21,1853657.6
13,1877358.86,2010-05-28,1877358.86
13,2022705.22,2010-06-04,2022705.22
13,2037880.96,2010-06-11,2037880.96
13,2003435.31,2010-06-18,2003435.31
13,1970340.25,2010-06-25,1970340.25
13,2018314.71,2010-07-02,2018314.71
13,1870843.9,2010-07-09,1870843.9
13,1932231.05,2010-07-16,1932231.05
13,1907351.2,2010-07-23,1907351.2
13,1817887.23,2010-07-30,1817887.23
13,1969121.45,2010-08-06,1969121.45
13,1877592.55,2010-08-13,1877592.55
13,1997397.63,2010-08-20,1997397.63
13,1908278.27,2010-08-27,1908278.27
13,1911852.58,2010-09-03,1911852.58
13,1772143.94,2010-09-10,1772143.94
13,1790279.74,2010-09-17,1790279.74
13,1705655.09,2010-09-24,1705655.09
13,1765584.48,2010-10-01,1765584.48
13,1871924.07,2010-10-08,1871924.07
13,1851431.06,2010-10-15,1851431.06
13,1796949.59,2010-10-22,1796949.59
13,1887895.07,2010-10-29,1887895.07
13,1854967.66,2010-11-05,1854967.66
13,1939964.63,2010-11-12,1939964.63
13,1925393.91,2010-11-19,1925393.91
13,2766400.05,2010-11-26,2766400.05
13,2083379.89,2010-12-03,2083379.89
13,2461468.35,2010-12-10,2461468.35
13,2771646.81,2010-12-17,2771646.81
13,3595903.2,2010-12-24,3595903.2
13,1675292.0,2010-12-31,1675292.0
13,1744544.39,2011-01-07,1744544.39
13,1682316.31,2011-01-14,1682316.31
13,1770177.37,2011-01-21,1770177.37
13,1633663.12,2011-01-28,1633663.12
13,1848186.58,2011-02-04,1848186.58
13,1944438.9,2011-02-11,1944438.9
13,2003480.59,2011-02-18,2003480.59
13,1831933.95,2011-02-25,1831933.95
13,1894960.68,2011-03-04,1894960.68
13,1852432.58,2011-03-11,1852432.58
13,1852443.78,2011-03-18,1852443.78
13,1807545.43,2011-03-25,1807545.43
13,1864238.64,2011-04-01,1864238.64
13,1887465.04,2011-04-08,1887465.04
13,1950994.04,2011-04-15,1950994.04
13,2124316.34,2011-04-22,2124316.34
13,1895583.12,2011-04-29,1895583.12
13,1986380.4,2011-05-06,1986380.4
13,1958823.56,2011-05-13,1958823.56
13,1860923.55,2011-05-20,1860923.55
13,1866369.93,2011-05-27,1866369.93
13,1935593.87,2011-06-03,1935593.87
13,1997816.98,2011-06-10,1997816.98
13,2086433.49,2011-06-17,2086433.49
13,2009163.08,2011-06-24,2009163.08
13,2048035.74,2011-07-01,2048035.74
13,2021699.38,2011-07-08,2021699.38
13,1956813.31,2011-07-15,1956813.31
13,1987089.36,2011-07-22,1987089.36
13,1880785.69,2011-07-29,1880785.69
13,2076231.8,2011-08-05,2076231.8
13,1970341.38,2011-08-12,1970341.38
13,2090340.98,2011-08-19,2090340.98
13,2035244.54,2011-08-26,2035244.54
13,1953628.82,2011-09-02,1953628.82
13,1872921.31,2011-09-09,1872921.31
13,1923223.82,2011-09-16,1923223.82
13,1847430.96,2011-09-23,1847430.96
13,1835662.69,2011-09-30,1835662.69
13,2067232.56,2011-10-07,2067232.56
13,1929659.07,2011-10-14,1929659.07
13,1973544.27,2011-10-21,1973544.27
13,1948733.81,2011-10-28,1948733.81
13,2036317.54,2011-11-04,2036317.54
13,2111592.09,2011-11-11,2111592.09
13,2016323.51,2011-11-18,2016323.51
13,2864170.61,2011-11-25,2864170.61
13,2051315.66,2011-12-02,2051315.66
13,2462779.06,2011-12-09,2462779.06
13,2760346.71,2011-12-16,2760346.71
13,3556766.03,2011-12-23,3556766.03
13,1969056.91,2011-12-30,1969056.91
14,2623469.95,2010-02-05,2623469.95
14,1704218.84,2010-02-12,1704218.84
14,2204556.7,2010-02-19,2204556.7
14,2095591.63,2010-02-26,2095591.63
14,2237544.75,2010-03-05,2237544.75
14,2156035.06,2010-03-12,2156035.06
14,2066219.3,2010-03-19,2066219.3
14,2050396.27,2010-03-26,2050396.27
14,2495630.51,2010-04-02,2495630.51
14,2258781.28,2010-04-09,2258781.28
14,2121788.61,2010-04-16,2121788.61
14,2138144.91,2010-04-23,2138144.91
14,2082355.12,2010-04-30,2082355.12
14,2370116.52,2010-05-07,2370116.52
14,2129771.13,2010-05-14,2129771.13
14,2108187.1,2010-05-21,2108187.1
14,2227152.16,2010-05-28,2227152.16
14,2363601.47,2010-06-04,2363601.47
14,2249570.04,2010-06-11,2249570.04
14,2248645.59,2010-06-18,2248645.59
14,2246179.91,2010-06-25,2246179.91
14,2334788.42,2010-07-02,2334788.42
14,2236209.13,2010-07-09,2236209.13
14,2130287.27,2010-07-16,2130287.27
14,2044155.39,2010-07-23,2044155.39
14,2054843.28,2010-07-30,2054843.28
14,2219813.5,2010-08-06,2219813.5
14,2052984.81,2010-08-13,2052984.81
14,2057138.31,2010-08-20,2057138.31
14,2020332.07,2010-08-27,2020332.07
14,2182563.66,2010-09-03,2182563.66
14,2191767.76,2010-09-10,2191767.76
14,1953539.85,2010-09-17,1953539.85
14,1879891.13,2010-09-24,1879891.13
14,1855703.66,2010-10-01,1855703.66
14,2091663.2,2010-10-08,2091663.2
14,1932162.63,2010-10-15,1932162.63
14,1936621.09,2010-10-22,1936621.09
14,1984768.34,2010-10-29,1984768.34
14,2078417.47,2010-11-05,2078417.47
14,2092189.06,2010-11-12,2092189.06
14,1968462.58,2010-11-19,1968462.58
14,2921709.71,2010-11-26,2921709.71
14,2258489.63,2010-12-03,2258489.63
14,2600519.26,2010-12-10,2600519.26
14,2762861.41,2010-12-17,2762861.41
14,3818686.45,2010-12-24,3818686.45
14,1623716.46,2010-12-31,1623716.46
14,1864746.1,2011-01-07,1864746.1
14,1699095.9,2011-01-14,1699095.9
14,1743188.87,2011-01-21,1743188.87
14,1613718.38,2011-01-28,1613718.38
14,1995891.87,2011-02-04,1995891.87
14,1980405.03,2011-02-11,1980405.03
14,2019031.67,2011-02-18,2019031.67
14,1875708.88,2011-02-25,1875708.88
14,2041215.61,2011-03-04,2041215.61
14,1931104.67,2011-03-11,1931104.67
14,1932491.42,2011-03-18,1932491.42
14,1879451.23,2011-03-25,1879451.23
14,1869110.55,2011-04-01,1869110.55
14,2037798.88,2011-04-08,2037798.88
14,1974960.86,2011-04-15,1974960.86
14,2256461.39,2011-04-22,2256461.39
14,1930617.64,2011-04-29,1930617.64
14,2095599.93,2011-05-06,2095599.93
14,2004330.3,2011-05-13,2004330.3
14,1959967.8,2011-05-20,1959967.8
14,2080694.24,2011-05-27,2080694.24
14,2079899.47,2011-06-03,2079899.47
14,2132446.0,2011-06-10,2132446.0
14,2082083.34,2011-06-17,2082083.34
14,2069523.52,2011-06-24,2069523.52
14,2074668.19,2011-07-01,2074668.19
14,2063401.06,2011-07-08,2063401.06
14,1953544.76,2011-07-15,1953544.76
14,1882070.88,2011-07-22,1882070.88
14,1871021.01,2011-07-29,1871021.01
14,2066020.69,2011-08-05,2066020.69
14,1928773.82,2011-08-12,1928773.82
14,1896873.99,2011-08-19,1896873.99
14,2273470.62,2011-08-26,2273470.62
